family,state,measurement,expected_px,observed_px,delta_px,status,formula,artifact_csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-model-source-disabled rows left border inset,1.00,1.00,0.00,zero-delta,SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-model-source-disabled rows right inset,13.00,13.00,0.00,zero-delta,DEPENDENT_PANEL_RIGHT_PADDING + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-model-source-disabled dependent row left padding,12.00,12.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-model-source-disabled help to editor gap,22.00,22.00,0.00,zero-delta,EDITOR_RAIL - HELP_RAIL - PARAMETER_HELP_BUTTON_SIZE,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-model-source-disabled dependent editor left rail,297.00,297.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET + DEPENDENT_LABEL_COLUMN_WIDTH + SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-enabled case left inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-enabled case right inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-enabled title to panel gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-enabled dependent title text inset,39.00,39.00,0.00,zero-delta,DEPENDENT_TITLE_TEXT_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-enabled dependent title to reason gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-enabled dependent reason to row grid gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-enabled rows left border inset,1.00,1.00,0.00,zero-delta,SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-enabled rows right inset,13.00,13.00,0.00,zero-delta,DEPENDENT_PANEL_RIGHT_PADDING + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-enabled dependent row left padding,12.00,12.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-enabled help to editor gap,22.00,22.00,0.00,zero-delta,EDITOR_RAIL - HELP_RAIL - PARAMETER_HELP_BUTTON_SIZE,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-enabled dependent editor left rail,297.00,297.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET + DEPENDENT_LABEL_COLUMN_WIDTH + SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-disabled case left inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-disabled case right inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-disabled title to panel gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-disabled dependent title text inset,39.00,39.00,0.00,zero-delta,DEPENDENT_TITLE_TEXT_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-disabled dependent title to reason gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-disabled dependent reason to row grid gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-disabled rows left border inset,1.00,1.00,0.00,zero-delta,SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-disabled rows right inset,13.00,13.00,0.00,zero-delta,DEPENDENT_PANEL_RIGHT_PADDING + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-disabled dependent row left padding,12.00,12.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-disabled help to editor gap,22.00,22.00,0.00,zero-delta,EDITOR_RAIL - HELP_RAIL - PARAMETER_HELP_BUTTON_SIZE,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-nucleus-parameter-source-disabled dependent editor left rail,297.00,297.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET + DEPENDENT_LABEL_COLUMN_WIDTH + SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-enabled case left inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-enabled case right inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-enabled title to panel gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-enabled dependent title text inset,39.00,39.00,0.00,zero-delta,DEPENDENT_TITLE_TEXT_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-enabled dependent title to reason gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-enabled dependent reason to row grid gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-enabled rows left border inset,1.00,1.00,0.00,zero-delta,SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-enabled rows right inset,13.00,13.00,0.00,zero-delta,DEPENDENT_PANEL_RIGHT_PADDING + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-enabled dependent row left padding,12.00,12.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-enabled help to editor gap,22.00,22.00,0.00,zero-delta,EDITOR_RAIL - HELP_RAIL - PARAMETER_HELP_BUTTON_SIZE,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-enabled dependent editor left rail,297.00,297.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET + DEPENDENT_LABEL_COLUMN_WIDTH + SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-disabled case left inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-disabled case right inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-disabled title to panel gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-disabled dependent title text inset,39.00,39.00,0.00,zero-delta,DEPENDENT_TITLE_TEXT_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-disabled dependent title to reason gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-disabled dependent reason to row grid gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-disabled rows left border inset,1.00,1.00,0.00,zero-delta,SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-disabled rows right inset,13.00,13.00,0.00,zero-delta,DEPENDENT_PANEL_RIGHT_PADDING + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-disabled dependent row left padding,12.00,12.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-disabled help to editor gap,22.00,22.00,0.00,zero-delta,EDITOR_RAIL - HELP_RAIL - PARAMETER_HELP_BUTTON_SIZE,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-cell-parameter-source-disabled dependent editor left rail,297.00,297.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET + DEPENDENT_LABEL_COLUMN_WIDTH + SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-enabled case left inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-enabled case right inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-enabled title to panel gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-enabled dependent title text inset,39.00,39.00,0.00,zero-delta,DEPENDENT_TITLE_TEXT_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-enabled dependent title to reason gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-enabled dependent reason to row grid gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-enabled rows left border inset,1.00,1.00,0.00,zero-delta,SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-enabled rows right inset,13.00,13.00,0.00,zero-delta,DEPENDENT_PANEL_RIGHT_PADDING + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-enabled dependent row left padding,12.00,12.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-enabled help to editor gap,22.00,22.00,0.00,zero-delta,EDITOR_RAIL - HELP_RAIL - PARAMETER_HELP_BUTTON_SIZE,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-enabled dependent editor left rail,297.00,297.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET + DEPENDENT_LABEL_COLUMN_WIDTH + SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-disabled case left inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-disabled case right inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-disabled title to panel gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-disabled dependent title text inset,39.00,39.00,0.00,zero-delta,DEPENDENT_TITLE_TEXT_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-disabled dependent title to reason gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-disabled dependent reason to row grid gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-disabled rows left border inset,1.00,1.00,0.00,zero-delta,SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-disabled rows right inset,13.00,13.00,0.00,zero-delta,DEPENDENT_PANEL_RIGHT_PADDING + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-disabled dependent row left padding,12.00,12.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-disabled help to editor gap,22.00,22.00,0.00,zero-delta,EDITOR_RAIL - HELP_RAIL - PARAMETER_HELP_BUTTON_SIZE,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-generic-parameter-source-disabled dependent editor left rail,297.00,297.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET + DEPENDENT_LABEL_COLUMN_WIDTH + SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-enabled case left inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-enabled case right inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-enabled title to panel gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-enabled dependent title text inset,39.00,39.00,0.00,zero-delta,DEPENDENT_TITLE_TEXT_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-enabled dependent title to reason gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-enabled dependent reason to row grid gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-enabled rows left border inset,1.00,1.00,0.00,zero-delta,SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-enabled rows right inset,13.00,13.00,0.00,zero-delta,DEPENDENT_PANEL_RIGHT_PADDING + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-enabled dependent row left padding,12.00,12.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-enabled help to editor gap,22.00,22.00,0.00,zero-delta,EDITOR_RAIL - HELP_RAIL - PARAMETER_HELP_BUTTON_SIZE,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-enabled dependent editor left rail,297.00,297.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET + DEPENDENT_LABEL_COLUMN_WIDTH + SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-disabled case left inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-disabled case right inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-disabled title to panel gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-disabled dependent title text inset,39.00,39.00,0.00,zero-delta,DEPENDENT_TITLE_TEXT_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-disabled dependent title to reason gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-disabled dependent reason to row grid gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-disabled rows left border inset,1.00,1.00,0.00,zero-delta,SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-disabled rows right inset,13.00,13.00,0.00,zero-delta,DEPENDENT_PANEL_RIGHT_PADDING + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-disabled dependent row left padding,12.00,12.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-disabled help to editor gap,22.00,22.00,0.00,zero-delta,EDITOR_RAIL - HELP_RAIL - PARAMETER_HELP_BUTTON_SIZE,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-positivity-method-disabled dependent editor left rail,297.00,297.00,0.00,zero-delta,DEPENDENT_PANEL_LEFT_INSET + DEPENDENT_LABEL_COLUMN_WIDTH + SECTION_CONTENT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-enabled case left inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-enabled case right inset,8.00,8.00,0.00,zero-delta,NESTED_PANEL_INSET,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-enabled title to panel gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-enabled dependent title text inset,39.00,39.00,0.00,zero-delta,DEPENDENT_TITLE_TEXT_INSET + SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-enabled dependent title to reason gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-enabled dependent reason to row grid gap,4.00,4.00,0.00,zero-delta,INTRA_PANEL_TIGHT_GAP,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
dependency state matrix,dependency-matrix-geometry,dependency-threshold-mode-enabled rows left border inset,1.00,1.00,0.00,zero-delta,SURFACE_BORDER_WIDTH,/private/tmp/astra-gui-dynamic-margin-closure-v52-dependency-matrix/dependency-matrix-geometry.csv
